"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_symbol","ensembl_id","feature_num"
0.0035077125823059,0.307198696745518,0.561,0.51,1,"12","Feature3159","Capns1",NA,3159
0.00366996413762415,0.451657571179929,0.259,0.201,1,"12","Feature19100","Tspan5",NA,19100
0.00373010347002863,0.287255877940829,0.472,0.408,1,"12","Feature15872","Rpl18",NA,15872
0.00374456312688381,0.402985375102732,0.479,0.436,1,"12","Feature4891","Ddrgk1",NA,4891
0.00477088266681462,0.303542563661836,0.262,0.2,1,"12","Feature14223","Pik3ip1",NA,14223
0.00489314952103774,0.361234226243595,0.43,0.38,1,"12","Feature15808","Rnf5",NA,15808
0.00525126160867253,0.395006409531921,0.272,0.212,1,"12","Feature4479","Ctnna1",NA,4479
0.00533958216038288,0.589367329769677,0.377,0.346,1,"12","Feature17912","Sys1",NA,17912
0.00544943680469996,0.503694669956434,0.354,0.306,1,"12","Feature6018","Fam174a",NA,6018
0.00585867089678064,0.539322843381597,0.308,0.266,1,"12","Feature1765","Aktip",NA,1765
0.00706182844971064,0.464915771390243,0.272,0.22,1,"12","Feature13904","Pcna",NA,13904
0.00986648734771234,0.420446668962781,0.252,0.201,1,"12","Feature2201","Arid5b",NA,2201
0,5.90621093195261,0.93,0.021,0,"37","Feature6416","Foxb1",NA,6416
0,5.14771564868191,0.535,0.01,0,"37","Feature2566","B230323A14Rik",NA,2566
9.95501024849147e-258,5.58392614142319,0.732,0.028,1.54093603636399e-253,"37","Feature4294","Cpne9",NA,4294
1.433196154674e-244,5.36089727153899,0.507,0.013,2.21844432781989e-240,"37","Feature4526","Ctxn3",NA,4526
7.08424053164735e-236,5.56992712410267,0.437,0.01,1.09656959189369e-231,"37","Feature14265","Pitx2",NA,14265
5.00072837764344e-178,4.72681855031037,0.732,0.042,7.74062745575429e-174,"37","Feature2769","Bdnf",NA,2769
7.49832758140586e-162,5.00127745808387,0.394,0.012,1.16066612632581e-157,"37","Feature7991","Grm2",NA,7991
5.53706201249526e-160,3.28887033296527,0.746,0.046,8.57081828914141e-156,"37","Feature3374","Cck",NA,3374
3.62288174723733e-156,4.63106514752553,0.394,0.013,5.60785865654866e-152,"37","Feature12367","Nxph4",NA,12367
3.93109952839106e-153,5.03476240012326,0.451,0.018,6.08494895999653e-149,"37","Feature7119","Gm13629",NA,7119
7.71698251207108e-142,3.94892021615596,0.958,0.099,1.19451172304348e-137,"37","Feature3196","Cartpt",NA,3196
1.39613181820362e-134,3.8667971699685,0.549,0.03,2.16107244139738e-130,"37","Feature9813","Lhx1",NA,9813
4.45538048612219e-128,4.03986898103516,0.606,0.039,6.89648345446854e-124,"37","Feature1568","Adcyap1",NA,1568
5.37101354036264e-119,4.47242112110078,0.493,0.028,8.31379185912734e-115,"37","Feature4083","Cnih3",NA,4083
3.94247048124849e-115,4.57114058938568,0.915,0.116,6.10255005792453e-111,"37","Feature15930","Rprm",NA,15930
2.90093066470836e-107,3.55406313679224,0.887,0.106,4.49035057590207e-103,"37","Feature16721","Slc17a6",NA,16721
1.07247707213187e-106,4.32472244878219,0.324,0.013,1.66008725995292e-102,"37","Feature17057","Slitrk6",NA,17057
6.55115572240896e-104,4.24638385809862,0.479,0.03,1.01405339427168e-99,"37","Feature7908","Gpr83",NA,7908
2.88661657464486e-85,3.8697555339056,0.479,0.036,4.46819379589277e-81,"37","Feature4251","Cox6a2",NA,4251
3.19750729540061e-82,3.74111807529055,0.789,0.109,4.9494215425506e-78,"37","Feature8539","Hpca",NA,8539
5.30277674979064e-82,3.61662959689517,0.507,0.042,8.20816813100094e-78,"37","Feature12230","Nrn1",NA,12230
1.3292217199911e-81,4.03450810265027,0.859,0.141,2.05750230037422e-77,"37","Feature5030","Dgkb",NA,5030
6.77030794024371e-72,3.47021848280019,0.845,0.15,1.04797596607032e-67,"37","Feature11883","Nefl",NA,11883
1.02120755081744e-70,3.7381309941854,0.352,0.023,1.58072716791031e-66,"37","Feature15154","Pvalb",NA,15154
8.84411981437502e-69,2.75107151747319,0.789,0.12,1.36898130606711e-64,"37","Feature2257","Arpp21",NA,2257
2.5977167217813e-65,3.53021870662433,0.451,0.041,4.02100571364528e-61,"37","Feature9817","Lhx5",NA,9817
4.0198516549306e-63,3.00622463777508,0.958,0.239,6.22232837666708e-59,"37","Feature19995","Vsnl1",NA,19995
2.47306301557052e-57,3.00473757626459,1,0.325,3.8280542418016e-53,"37","Feature17147","Snap25",NA,17147
1.01676518206895e-55,3.21852103734887,1,0.331,1.57385082532453e-51,"37","Feature13911","Pcp4",NA,13911
1.60733744282369e-53,3.16204401851231,0.732,0.141,2.48799762774679e-49,"37","Feature15317","Ralyl",NA,15317
1.13511889999842e-50,3.67544979440706,0.423,0.047,1.75705054530755e-46,"37","Feature15532","Reps2",NA,15532
3.28892750345009e-50,3.21346564201042,0.775,0.172,5.09093088259039e-46,"37","Feature14335","Plcb4",NA,14335
4.0600814775185e-50,2.75773064022249,0.944,0.272,6.28460011905089e-46,"37","Feature12234","Nrsn1",NA,12234
8.6198193510581e-48,2.88759382345644,0.38,0.039,1.33426183735028e-43,"37","Feature8733","Ifit2",NA,8733
1.14346104594351e-47,2.6146862666517,0.845,0.212,1.76996335301596e-43,"37","Feature17159","Sncb",NA,17159
1.23767509705198e-47,2.81435619500919,0.803,0.181,1.91579728272676e-43,"37","Feature6647","Gapdh",NA,6647
6.89714101639893e-47,3.28277715949893,0.451,0.056,1.06760845792839e-42,"37","Feature4043","Clstn2",NA,4043
9.75690082833451e-47,2.54979430470135,0.93,0.279,1.5102706792179e-42,"37","Feature17913","Syt1",NA,17913
3.7907391683407e-46,3.43892306403629,0.268,0.02,5.86768515867457e-42,"37","Feature3514","Cd44",NA,3514
3.31586347554584e-45,0.920988162706544,0.408,0.047,5.1326250737974e-41,"37","Feature12176","Npy",NA,12176
3.42949285304947e-45,3.29943829874934,0.69,0.146,5.30851198723527e-41,"37","Feature3096","Calb1",NA,3096
1.57130991978382e-44,2.94154320951071,0.465,0.062,2.43223062483338e-40,"37","Feature7990","Grm1",NA,7990
2.60871529861388e-42,3.00696187464245,0.592,0.11,4.03803041072443e-38,"37","Feature16444","Serpini1",NA,16444
3.87070514336837e-41,2.0784073854606,0.859,0.226,5.99146449141991e-37,"37","Feature18352","Thy1",NA,18352
4.17956909129344e-40,3.62383229515984,0.268,0.024,6.46955499641311e-36,"37","Feature13917","Pcsk5",NA,13917
3.43041691847273e-39,2.81134736169671,0.648,0.139,5.30994234810395e-35,"37","Feature2777","Bend6",NA,2777
5.69118738493e-39,3.06847851742653,0.493,0.08,8.80938895313315e-35,"37","Feature9248","Kcnj9",NA,9248
8.67662668666158e-39,1.91638507419355,1,0.444,1.34305504482835e-34,"37","Feature2406","Atp1b1",NA,2406
8.68752578580339e-39,2.10026729529816,0.958,0.408,1.34474211638451e-34,"37","Feature20258","Ywhah",NA,20258
4.60083578029542e-38,3.08665782242426,0.282,0.027,7.12163370431928e-34,"37","Feature5740","Epha7",NA,5740
4.85835209023686e-38,2.75500747573149,0.38,0.048,7.52024320047764e-34,"37","Feature12019","Nkx2-1",NA,12019
1.65603515714171e-37,3.21522510578081,0.563,0.111,2.56337681973965e-33,"37","Feature11884","Nefm",NA,11884
2.99098729643429e-37,2.46282661298718,0.366,0.046,4.62974923615064e-33,"37","Feature12283","Nts",NA,12283
1.02466964941403e-36,2.848468556803,0.451,0.069,1.58608615032797e-32,"37","Feature15601","Rgs7",NA,15601
1.66493138430873e-36,1.87756162291217,0.944,0.317,2.57714728977148e-32,"37","Feature3829","Chgb",NA,3829
7.09691715447012e-36,2.0984233284743,0.775,0.2,1.09853180634043e-31,"37","Feature11744","Napb",NA,11744
2.23231904863603e-35,3.41720421474655,0.408,0.06,3.45540665538371e-31,"37","Feature11882","Nefh",NA,11882
2.88529335661973e-34,2.48141533954125,0.451,0.072,4.46614558671169e-30,"37","Feature12277","Ntng1",NA,12277
7.23854849582521e-34,1.79644547211684,0.958,0.354,1.12045492166878e-29,"37","Feature16205","Scg2",NA,16205
1.20200142661709e-33,2.61908067874362,0.662,0.166,1.86057800826059e-29,"37","Feature16547","Sh3gl2",NA,16547
1.22126789201375e-33,1.623664682809,1,0.781,1.89040057004808e-29,"37","Feature8613","Hsp90aa1",NA,8613
1.38141738297775e-33,3.53224249136688,0.352,0.047,2.13829596711126e-29,"37","Feature6293","Fgf9",NA,6293
1.56233154671678e-33,1.91235203981229,0.887,0.253,2.4183330011629e-29,"37","Feature15871","Rpl17",NA,15871
2.04072988033721e-33,2.39154380745322,0.69,0.172,3.15884578177396e-29,"37","Feature17157","Snca",NA,17157
2.53080993431229e-33,2.64347971253639,0.606,0.137,3.91744069732199e-29,"37","Feature3623","Cdk14",NA,3623
6.42692932962147e-33,2.15305658001503,0.817,0.269,9.94824390932108e-29,"37","Feature12272","Ntm",NA,12272
6.9829188661761e-33,2.92956038383665,0.479,0.088,1.0808860112954e-28,"37","Feature1690","AI593442",NA,1690
1.27648012340796e-32,2.00351178851448,0.887,0.32,1.97586358302319e-28,"37","Feature11822","Ndrg4",NA,11822
1.3239929030523e-32,2.17176649355023,0.817,0.262,2.04940861463466e-28,"37","Feature7794","Got1",NA,7794
4.17074487289076e-32,1.76238114028452,0.986,0.425,6.45589598874761e-28,"37","Feature17749","Stmn3",NA,17749
4.23116097625747e-32,1.58064102868777,1,0.748,6.54941407514894e-28,"37","Feature3108","Calm2",NA,3108
8.28613932956225e-32,2.34304940816708,0.62,0.143,1.28261150682294e-27,"37","Feature3071","Cacna2d1",NA,3071
2.297471067177e-31,2.53043721149981,0.648,0.165,3.55625546488327e-27,"37","Feature15859","Rph3a",NA,15859
2.56197917039163e-31,2.22278636168699,0.704,0.189,3.96568755784921e-27,"37","Feature17823","Sult4a1",NA,17823
4.28331223891765e-31,2.21093727399424,0.732,0.205,6.63013901462063e-27,"37","Feature5213","Dnm1",NA,5213
5.51263572619972e-31,1.86430410697228,0.958,0.428,8.53300884058454e-27,"37","Feature11277","Morf4l1",NA,11277
5.97569065644331e-31,2.08913075365181,0.648,0.153,9.2497715671086e-27,"37","Feature20383","Zfhx3",NA,20383
7.79186442814179e-31,2.88950253362366,0.479,0.094,1.20610269483207e-26,"37","Feature16222","Scn1a",NA,16222
8.23437372755806e-31,2.59146605794674,0.563,0.123,1.27459870928871e-26,"37","Feature4291","Cpne6",NA,4291
8.98810859439892e-31,1.9171356661067,0.901,0.335,1.39126932932701e-26,"37","Feature3138","Camta1",NA,3138
9.39161677777917e-31,2.07358478631141,0.803,0.26,1.45372836103244e-26,"37","Feature2459","Atp6v1g2",NA,2459
1.74765567171048e-30,1.8179207520421,0.873,0.304,2.70519621424065e-26,"37","Feature5699","Eno2",NA,5699
2.41679837941842e-30,2.30801786440355,0.746,0.232,3.74096221150177e-26,"37","Feature3713","Cend1",NA,3713
4.48679873189538e-30,1.78067317028316,0.958,0.49,6.94511575710085e-26,"37","Feature7733","Gnao1",NA,7733
5.62233188687458e-30,2.74118942039382,0.479,0.094,8.70280752769316e-26,"37","Feature7035","Gm12070",NA,7035
7.4283955548849e-30,1.7904961712647,0.901,0.329,1.14984134794063e-25,"37","Feature17748","Stmn2",NA,17748
7.79285630155715e-30,2.31318299932277,0.648,0.163,1.20625622691803e-25,"37","Feature5933","Fabp3",NA,5933
7.83325849521725e-30,2.42971602006467,0.592,0.142,1.21251008247468e-25,"37","Feature15602","Rgs7bp",NA,15602
4.4315272650875e-29,2.64751972140236,0.451,0.083,6.85956105362894e-25,"37","Feature6276","Fgf13",NA,6276
7.29754758366323e-29,2.63445276169543,0.592,0.15,1.12958739047523e-24,"37","Feature8927","Ina",NA,8927
8.09398642436156e-29,1.75552784140605,0.986,0.557,1.25286815862693e-24,"37","Feature10398","Mdh1",NA,10398
9.81563893677915e-29,2.60747836157107,0.423,0.076,1.51936275102404e-24,"37","Feature6626","Galnt13",NA,6626
3.18615677457906e-28,1.59011945276856,0.915,0.326,4.93185207137093e-24,"37","Feature6125","Fau",NA,6125
4.56069083208915e-28,2.38823221231405,0.535,0.121,7.0594933389908e-24,"37","Feature5630","Elavl2",NA,5630
1.20102644867266e-27,1.870599305035,0.817,0.274,1.8590688399004e-23,"37","Feature12243","Nsf",NA,12243
2.7741205400344e-27,2.02524056719768,0.634,0.163,4.29406118391925e-23,"37","Feature11901","Nell2",NA,11901
2.86711548393761e-27,2.46323990331666,0.366,0.059,4.43800805758703e-23,"37","Feature11217","Mmgt2",NA,11217
5.87843511157546e-27,1.56639503552705,0.972,0.416,9.09922970920765e-23,"37","Feature19369","Uchl1",NA,19369
1.02384721271039e-26,1.66791634065097,0.873,0.289,1.58481310055442e-22,"37","Feature11199","Mllt11",NA,11199
1.10535338305809e-26,1.83491319463583,0.761,0.24,1.71097650163562e-22,"37","Feature13915","Pcsk2",NA,13915
1.20318755154534e-26,2.64019091148663,0.338,0.053,1.86241401103702e-22,"37","Feature11910","Neto2",NA,11910
1.30804925140688e-26,1.72999123607509,0.873,0.341,2.02472943625271e-22,"37","Feature13729","Pam",NA,13729
1.6188874504279e-26,2.65446804473199,0.493,0.113,2.50587588451734e-22,"37","Feature18522","Tmem145",NA,18522
2.20540967259134e-26,2.29604731386759,0.549,0.136,3.41375363220414e-22,"37","Feature6584","Gabra1",NA,6584
2.31552356836002e-26,1.71856300306194,0.592,0.144,3.58419893146447e-22,"37","Feature12232","Nrp1",NA,12232
2.41790443395751e-26,2.09551794713633,0.606,0.157,3.74267427332282e-22,"37","Feature15407","Rbfox3",NA,15407
2.55694556595695e-26,2.51052615412375,0.366,0.062,3.95789604154476e-22,"37","Feature13948","Pde1b",NA,13948
3.48767988588335e-26,1.44068006042332,0.972,0.7,5.39857969535884e-22,"37","Feature1791","Aldoa",NA,1791
4.51081098997002e-26,1.39196192453925,0.887,0.279,6.9822843313746e-22,"37","Feature15911","Rpl9",NA,15911
6.45382930006627e-26,2.63015062685253,0.437,0.088,9.98988237357258e-22,"37","Feature9233","Kcnip4",NA,9233
6.58898467764848e-26,2.71855573960285,0.254,0.031,1.01990893825321e-21,"37","Feature8241","Hcn1",NA,8241
1.25064135019613e-25,2.40498745438013,0.254,0.031,1.93586774596859e-21,"37","Feature3239","Cbln1",NA,3239
1.31273253766093e-25,1.6333190062622,0.746,0.214,2.03197869504535e-21,"37","Feature15880","Rpl24",NA,15880
1.37501399013853e-25,1.41040027233116,1,0.631,2.12838415533543e-21,"37","Feature19147","Ttc3",NA,19147
2.68693922319901e-25,1.44686404042911,0.972,0.586,4.15911322358975e-21,"37","Feature6343","Fkbp3",NA,6343
3.34844116231662e-25,1.52553561883071,0.817,0.254,5.1830520751499e-21,"37","Feature15882","Rpl27",NA,15882
4.373214455313e-25,1.82903809494929,0.859,0.347,6.76929865537899e-21,"37","Feature17746","Stmn1",NA,17746
4.79305056280595e-25,1.58456906313146,0.789,0.266,7.41916296616733e-21,"37","Feature2404","Atp1a3",NA,2404
7.65698674705239e-25,1.48576259475881,0.915,0.38,1.18522497857624e-20,"37","Feature3806","Chchd10",NA,3806
1.03333326549065e-24,1.76392940903697,0.831,0.336,1.59949656165297e-20,"37","Feature6370","Flywch1",NA,6370
2.1125682176064e-24,1.92051198945076,0.648,0.187,3.27004434403294e-20,"37","Feature7934","Gpx3",NA,7934
2.27536580773624e-24,1.97095497152474,0.563,0.144,3.52203873379492e-20,"37","Feature6585","Gabra2",NA,6585
2.9880384525682e-24,1.40428690545279,0.845,0.276,4.62518472073032e-20,"37","Feature15948","Rps23",NA,15948
3.14605501228959e-24,1.76854986286898,0.817,0.335,4.86977855352306e-20,"37","Feature12431","Olfm1",NA,12431
3.45776894468381e-24,1.92412865739874,0.704,0.236,5.35228054947606e-20,"37","Feature15258","Rab6b",NA,15258
4.41854671593788e-24,2.0548636497776,0.676,0.211,6.83946846160024e-20,"37","Feature13697","Pacsin1",NA,13697
7.83543303543487e-24,1.94824299720235,0.408,0.079,1.21284667955496e-19,"37","Feature18288","Tgfb2",NA,18288
7.98963309928895e-24,1.43816697344207,0.831,0.269,1.23671530743894e-19,"37","Feature15879","Rpl23a",NA,15879
9.44412654078222e-24,2.46179632576304,0.352,0.063,1.46185634724768e-19,"37","Feature19560","Vamp1",NA,19560
9.76261949339278e-24,2.15303282483366,0.521,0.129,1.51115587138227e-19,"37","Feature14966","Psd3",NA,14966
1.17652084533222e-23,1.8696992621165,0.831,0.375,1.82113661648974e-19,"37","Feature19110","Tspyl4",NA,19110
1.28582536899637e-23,2.03632307819473,0.493,0.115,1.99032908866948e-19,"37","Feature2416","Atp2b4",NA,2416
1.28790451594543e-23,2.03621359743907,0.62,0.167,1.99354740023192e-19,"37","Feature15884","Rpl28",NA,15884
1.3952241588196e-23,1.41074025658144,0.944,0.402,2.15966747543686e-19,"37","Feature7752","Gng3",NA,7752
1.71830210145683e-23,2.05883200149412,0.62,0.19,2.65975982284503e-19,"37","Feature15598","Rgs4",NA,15598
1.76848190910641e-23,1.66185597857697,0.915,0.459,2.73743314710581e-19,"37","Feature4260","Cox7c",NA,4260
1.95977879310877e-23,2.02636104286299,0.648,0.202,3.03354159385307e-19,"37","Feature3391","Ccl27a",NA,3391
2.33540078541204e-23,1.66848263354314,0.887,0.4,3.61496687573929e-19,"37","Feature14600","Ppia",NA,14600
2.80686613389891e-23,1.80829265759375,0.817,0.316,4.34474808866213e-19,"37","Feature1906","Ank3",NA,1906
3.21913997762985e-23,1.58419510407461,0.901,0.381,4.98290677137325e-19,"37","Feature15240","Rab3a",NA,15240
3.72674174007971e-23,2.46946156641824,0.366,0.068,5.76862353946938e-19,"37","Feature20384","Zfhx4",NA,20384
1.04953690049519e-22,1.62305526669676,0.789,0.273,1.6245781682765e-18,"37","Feature15935","Rps13",NA,15935
1.18930636199766e-22,1.69341615121857,0.817,0.315,1.84092731773617e-18,"37","Feature12246","Nsg2",NA,12246
1.21726667474899e-22,1.51629505980015,0.873,0.324,1.88420708584396e-18,"37","Feature15865","Rpl11",NA,15865
1.4449990249841e-22,1.44259932653482,0.93,0.552,2.23671399077288e-18,"37","Feature2455","Atp6v1e1",NA,2455
1.83867814557872e-22,1.42794675458974,0.93,0.367,2.8460899015413e-18,"37","Feature3707","Celf4",NA,3707
1.99171208234137e-22,1.4873689902224,0.915,0.523,3.08297113225621e-18,"37","Feature4248","Cox5a",NA,4248
2.13135395568399e-22,1.92254161365828,0.634,0.201,3.29912278800324e-18,"37","Feature10547","Mgst3",NA,10547
2.65185756593306e-22,1.52544102409505,0.803,0.291,4.10481032630778e-18,"37","Feature15894","Rpl36",NA,15894
3.44391804658714e-22,1.54533291405404,0.775,0.264,5.33084074431223e-18,"37","Feature15875","Rpl21",NA,15875
4.37731399169385e-22,1.54826971393247,0.831,0.324,6.77564432774291e-18,"37","Feature525","2900011O08Rik",NA,525
5.11674891582823e-22,2.19344450826392,0.437,0.097,7.92021564681052e-18,"37","Feature13956","Pde4d",NA,13956
5.89659878019114e-22,2.53565772934437,0.423,0.096,9.12734525185787e-18,"37","Feature11879","Nedd4l",NA,11879
1.55602685909497e-21,1.68270134947545,0.761,0.286,2.4085739751931e-17,"37","Feature15330","Rangap1",NA,15330
2.12377857270535e-21,1.36316899125059,0.859,0.328,3.28739685269061e-17,"37","Feature15953","Rps27a",NA,15953
2.28006791685184e-21,3.01728434056881,0.268,0.042,3.52931712849496e-17,"37","Feature3991","Clec2l",NA,3991
4.16390509315938e-21,1.29640693487564,0.944,0.487,6.4453086937014e-17,"37","Feature15972","Rps8",NA,15972
5.01898564746173e-21,1.22183480017254,1,0.695,7.768887883706e-17,"37","Feature11742","Nap1l5",NA,11742
6.75655955718191e-21,1.89936205201171,0.676,0.234,1.04584785385619e-16,"37","Feature9379","Kif5a",NA,9379
1.31765701697077e-20,1.84987886983297,0.648,0.213,2.03960129656906e-16,"37","Feature1348","Abhd8",NA,1348
1.34512658302269e-20,1.32673480643419,0.915,0.515,2.08212143786081e-16,"37","Feature16207","Scg5",NA,16207
1.38892109043453e-20,2.24032067930964,0.423,0.098,2.14991095588361e-16,"37","Feature12233","Nrp2",NA,12233
1.60982245451487e-20,1.39081787718427,0.859,0.36,2.49184417734357e-16,"37","Feature15906","Rpl6",NA,15906
2.33437201703738e-20,3.05027312793433,0.254,0.039,3.61337444517217e-16,"37","Feature14398","Plk5",NA,14398
2.9157259574609e-20,2.10534362519401,0.366,0.075,4.51325220955373e-16,"37","Feature9194","Kcna2",NA,9194
5.94920123233111e-20,1.42028810670767,0.746,0.262,9.20876858752533e-16,"37","Feature15940","Rps17",NA,15940
6.76372633791912e-20,2.33968624752237,0.31,0.057,1.0469571998465e-15,"37","Feature14565","Pou2f2",NA,14565
6.87784155197034e-20,2.45388584900011,0.465,0.124,1.06462109382949e-15,"37","Feature9138","Jakmip1",NA,9138
1.03651829047916e-19,2.58823367098978,0.352,0.074,1.60442666183269e-15,"37","Feature15522","Rell2",NA,15522
1.19677451415918e-19,2.06610491727814,0.465,0.121,1.852487270467e-15,"37","Feature15405","Rbfox1",NA,15405
1.35183399978947e-19,1.46270534085031,0.718,0.251,2.09250384827412e-15,"37","Feature17787","Stxbp1",NA,17787
1.75062559144451e-19,1.2583438845304,0.958,0.528,2.70979335299696e-15,"37","Feature19197","Tuba1b",NA,19197
1.78994546887906e-19,1.61003164851862,0.831,0.413,2.7706565912779e-15,"37","Feature18838","Tpi1",NA,18838
2.16886279719493e-19,1.23995822987449,0.944,0.472,3.35718272377803e-15,"37","Feature7963","Gria2",NA,7963
2.83200393885187e-19,2.59183052120593,0.338,0.069,4.38365889694882e-15,"37","Feature1550","Adarb1",NA,1550
3.62480555714353e-19,1.58367044421103,0.62,0.193,5.61083652190247e-15,"37","Feature15369","Rasgrf1",NA,15369
3.71958513416919e-19,1.202749835918,0.972,0.555,5.75754582918049e-15,"37","Feature17166","Snhg11",NA,17166
3.96422646312764e-19,2.02527194259721,0.592,0.2,6.13622614227528e-15,"37","Feature3849","Chn1",NA,3849
4.51659711193763e-19,1.75712766299503,0.507,0.142,6.99124066956826e-15,"37","Feature6591","Gabrb2",NA,6591
4.74532420117133e-19,1.79472248410326,0.606,0.198,7.3452873309931e-15,"37","Feature14578","Ppa1",NA,14578
5.5973881671727e-19,1.68706837936701,0.789,0.353,8.66419714396663e-15,"37","Feature2427","Atp5g1",NA,2427
5.82814789465102e-19,1.92834077921454,0.549,0.164,9.02139012613031e-15,"37","Feature13730","Pam16",NA,13730
6.2591405873026e-19,1.346051341826,0.662,0.218,9.6885237150857e-15,"37","Feature15594","Rgs2",NA,15594
6.76365882060878e-19,1.89757229234589,0.606,0.204,1.04694674884203e-14,"37","Feature8141","H2afz",NA,8141
9.26019873856542e-19,1.37852586671209,0.944,0.679,1.43338616274254e-14,"37","Feature10450","Meg3",NA,10450
1.00414678157153e-18,1.6527874928606,0.648,0.218,1.55431880319458e-14,"37","Feature17898","Syngr3",NA,17898
1.59708416977765e-18,1.41921947056735,0.606,0.184,2.47212658639882e-14,"37","Feature15866","Rpl12",NA,15866
1.73333870272022e-18,1.84025225616001,0.563,0.178,2.68303497794062e-14,"37","Feature13899","Pclo",NA,13899
2.05172816423517e-18,1.81164702834879,0.437,0.107,3.17587002541962e-14,"37","Feature10281","March1",NA,10281
3.26887263460857e-18,2.51723142957377,0.268,0.047,5.05988795111061e-14,"37","Feature16079","Ryr2",NA,16079
3.36789150392504e-18,0.947636523222839,1,0.809,5.21315925892557e-14,"37","Feature7735","Gnas",NA,7735
3.41248794482225e-18,1.99854547524282,0.408,0.101,5.28219008979036e-14,"37","Feature8616","Hspa12a",NA,8616
3.85956761612993e-18,1.34892238364103,0.803,0.321,5.97422471300751e-14,"37","Feature18639","Tmem59l",NA,18639
5.54204334830617e-18,1.30468213142382,0.761,0.26,8.57852889884312e-14,"37","Feature12235","Nrsn2",NA,12235
5.55862782288658e-18,1.67306305159596,0.577,0.185,8.60420000704614e-14,"37","Feature15591","Rgs17",NA,15591
6.36567956508525e-18,2.16441677099363,0.408,0.103,9.85343539879546e-14,"37","Feature4369","Crtac1",NA,4369
6.95854661032056e-18,2.55092537297917,0.324,0.068,1.07711342981152e-13,"37","Feature2030","Apba1",NA,2030
7.68619785219931e-18,1.42829518441416,0.831,0.365,1.18974656554193e-13,"37","Feature12245","Nsg1",NA,12245
8.78124311601777e-18,1.42871994984947,0.803,0.347,1.35924862192839e-13,"37","Feature5211","Dner",NA,5211
1.65451933827574e-17,1.53308764353266,0.676,0.26,2.56103048371703e-13,"37","Feature9381","Kif5c",NA,9381
3.21463878632516e-17,0.868151180169136,1,0.82,4.97593937735271e-13,"37","Feature16807","Slc25a4",NA,16807
3.56935994564999e-17,2.36118592590536,0.423,0.113,5.52501225987162e-13,"37","Feature9844","Lin7a",NA,9844
5.21306397800987e-17,1.68805780689754,0.592,0.203,8.06930173156148e-13,"37","Feature15870","Rpl15",NA,15870
5.70620357606387e-17,2.19998317864464,0.268,0.049,8.83263251538926e-13,"37","Feature19432","Unc13c",NA,19432
5.79985306217184e-17,2.30356517648781,0.268,0.05,8.97759255493578e-13,"37","Feature12433","Olfm3",NA,12433
5.80180859470209e-17,1.57205232930906,0.634,0.223,8.98061952373937e-13,"37","Feature17764","Strbp",NA,17764
6.79213752611307e-17,2.13251285187822,0.394,0.101,1.05135496766704e-12,"37","Feature5664","Emb",NA,5664
7.31014628869091e-17,2.10564833513732,0.465,0.135,1.13153754402647e-12,"37","Feature2322","Asns",NA,2322
7.92416677231912e-17,1.35076697507895,0.761,0.342,1.22658177468728e-12,"37","Feature11771","Ncald",NA,11771
8.40642245835252e-17,1.30099680377413,0.845,0.369,1.30123013232839e-12,"37","Feature15971","Rps7",NA,15971
8.58295318736294e-17,1.49257914676545,0.775,0.347,1.32855532387191e-12,"37","Feature17149","Snap47",NA,17149
8.60681963615651e-17,1.57967275172945,0.662,0.25,1.33224961148067e-12,"37","Feature2559","B230209E15Rik",NA,2559
1.04911294919323e-16,1.10068021585115,0.958,0.7,1.6239219340562e-12,"37","Feature18150","Tcf25",NA,18150
1.12648535935117e-16,1.91735687493633,0.38,0.092,1.74368668773968e-12,"37","Feature10110","Lypd1",NA,10110
1.29318917391857e-16,2.05355064262675,0.493,0.153,2.00172752230855e-12,"37","Feature6592","Gabrb3",NA,6592
1.32012858722387e-16,1.46434404091852,0.803,0.397,2.04342704016383e-12,"37","Feature14271","Pja2",NA,14271
1.47750313791214e-16,1.50254419643324,0.803,0.38,2.2870271071742e-12,"37","Feature9385","Kifap3",NA,9385
1.86921294549026e-16,1.08415905685382,0.944,0.576,2.89335471832438e-12,"37","Feature16660","Skp1a",NA,16660
2.10798978450942e-16,2.47536621276575,0.268,0.052,3.26295738744213e-12,"37","Feature6587","Gabra4",NA,6587
2.57893297174702e-16,1.78740130812542,0.493,0.152,3.99193034696722e-12,"37","Feature16523","Sgtb",NA,16523
3.36193989210977e-16,2.00902662730863,0.479,0.148,5.20394675899672e-12,"37","Feature16685","Slc12a5",NA,16685
3.73866410102212e-16,1.33731433752399,0.676,0.248,5.78707816197215e-12,"37","Feature17888","Syn2",NA,17888
4.0785725698279e-16,0.768203281730987,1,0.927,6.31322248083661e-12,"37","Feature8614","Hsp90ab1",NA,8614
4.65970254263684e-16,1.44945315156471,0.831,0.427,7.21275356574757e-12,"37","Feature9363","Kif21a",NA,9363
4.94129395562655e-16,1.16683789138613,0.817,0.334,7.64862891391434e-12,"37","Feature15888","Rpl31",NA,15888
5.28981401139812e-16,1.58773710120663,0.577,0.194,8.18810310824315e-12,"37","Feature11685","Myt1l",NA,11685
5.40719846069392e-16,1.21848379899233,0.592,0.188,8.36980249730812e-12,"37","Feature15955","Rps28",NA,15955
