"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_symbol","ensembl_id","feature_num"
0,3.90747617462526,0.906,0.129,0,"10","Feature16091","S100a6",NA,16091
0,3.33814913779855,0.825,0.117,0,"10","Feature11190","Mlc1",NA,11190
0,4.61511295775104,0.674,0.034,0,"10","Feature4159","Col23a1",NA,4159
0,4.38923511814355,0.665,0.059,0,"10","Feature18343","Thrsp",NA,18343
0,3.03260265925499,0.656,0.057,0,"10","Feature5388","Dynlrb2",NA,5388
0,4.79530886796006,0.495,0.025,0,"10","Feature9294","Kctd14",NA,9294
0,5.38834840132195,0.45,0.013,0,"10","Feature15393","Rax",NA,15393
0,4.1354275936224,0.39,0.022,0,"10","Feature4396","Crym",NA,4396
2.59935309295413e-289,3.39711928604204,0.837,0.144,4.0235386525837e-285,"10","Feature8301","Hes1",NA,8301
1.40258589936496e-268,2.89214647683487,0.767,0.119,2.17106271362702e-264,"10","Feature17392","Sox9",NA,17392
2.23483780815732e-232,4.08393139777809,0.308,0.02,3.45930544324671e-228,"10","Feature6306","Fgl2",NA,6306
3.63457944545651e-221,3.55638010034149,0.659,0.113,5.62596552362212e-217,"10","Feature16708","Slc16a2",NA,16708
5.74428592240352e-220,3.35132465993733,0.979,0.389,8.89158017928841e-216,"10","Feature14754","Prdx6",NA,14754
2.93152133664465e-214,3.61394329231372,0.994,0.537,4.53770187699225e-210,"10","Feature12081","Nnat",NA,12081
8.92650395882332e-214,4.16412805638396,0.29,0.019,1.38173354778626e-209,"10","Feature6490","Frzb",NA,6490
3.39396738199373e-211,2.71559429468205,0.731,0.137,5.2535221105881e-207,"10","Feature6537","Fxyd1",NA,6537
5.57528810345944e-209,3.04760690166669,0.927,0.313,8.62998845534486e-205,"10","Feature12281","Ntrk2",NA,12281
4.32622718950793e-207,4.01939183347472,0.378,0.036,6.69656706663933e-203,"10","Feature17050","Slit2",NA,17050
6.07844126936262e-207,3.73922102259713,0.36,0.031,9.40881924084641e-203,"10","Feature6377","Fmo1",NA,6377
3.47360223299402e-205,4.32028993998381,0.302,0.022,5.37678889645145e-201,"10","Feature9814","Lhx2",NA,9814
2.2241053268363e-195,2.83847893765503,0.825,0.213,3.44269263540991e-191,"10","Feature18630","Tmem47",NA,18630
3.87775001434307e-194,2.87203419834828,0.517,0.07,6.00236924720164e-190,"10","Feature5697","Enkur",NA,5697
5.56339649545656e-188,3.9886406473124,0.263,0.018,8.61158143531721e-184,"10","Feature11895","Nek5",NA,11895
7.70745909056504e-168,2.1302244228215,0.773,0.176,1.19303759262856e-163,"10","Feature19609","Vim",NA,19609
6.82555299331785e-167,3.49478280067794,0.299,0.027,1.05652734783567e-162,"10","Feature2064","Apoc1",NA,2064
2.32110399692814e-165,4.26746404315357,0.266,0.021,3.59283687684507e-161,"10","Feature16024","Rspo3",NA,16024
2.55623168326549e-165,2.84084722288731,0.429,0.056,3.95679102252665e-161,"10","Feature11249","Mns1",NA,11249
7.61815771091835e-161,2.44047917359169,1,0.869,1.17921463207305e-156,"10","Feature4447","Cst3",NA,4447
1.19776008754249e-160,2.54345443630595,0.532,0.087,1.85401283950701e-156,"10","Feature10545","Mgst1",NA,10545
1.76116860654963e-157,3.14721181698379,0.414,0.055,2.72611288607818e-153,"10","Feature11588","Mxra8",NA,11588
2.29797911683172e-157,1.82492931473154,0.789,0.202,3.55704187494382e-153,"10","Feature16733","Slc1a3",NA,16733
9.79878210088079e-151,1.57276521869488,0.704,0.15,1.51675348139534e-146,"10","Feature6808","Gja1",NA,6808
3.3688286485461e-149,1.50844977472953,0.571,0.102,5.2146098650845e-145,"10","Feature15353","Rarres2",NA,15353
2.03683217354768e-148,3.02859012454177,0.35,0.041,3.15281252143445e-144,"10","Feature9978","Lrrc23",NA,9978
9.02588507995747e-148,2.2746888724656,0.918,0.371,1.39711675152662e-143,"10","Feature8714","Ier2",NA,8714
3.92500814836259e-147,2.97162014398279,0.964,0.581,6.07552011285046e-143,"10","Feature1048","6330403K07Rik",NA,1048
3.09697806068389e-146,3.03432346130193,0.311,0.033,4.79381234013259e-142,"10","Feature2232","Armc3",NA,2232
1.9552548338722e-141,2.3127270694007,0.625,0.143,3.02653895735078e-137,"10","Feature6025","Fam183b",NA,6025
3.02025208480297e-136,1.6180378510404,1,0.693,4.67504820206652e-132,"10","Feature2069","Apoe",NA,2069
2.01459540715807e-132,2.9297732556496,0.384,0.055,3.11839223073997e-128,"10","Feature9007","Iqcg",NA,9007
2.61686566203193e-131,2.64837502674229,0.517,0.101,4.05064635825922e-127,"10","Feature8623","Hspa2",NA,8623
2.71434068213335e-130,2.27575671935709,0.553,0.11,4.2015279418742e-126,"10","Feature1990","Anxa2",NA,1990
4.24686900930753e-128,2.11124858342381,0.891,0.374,6.57372853950713e-124,"10","Feature2940","Btg2",NA,2940
4.10478965983285e-127,2.50728157504353,0.529,0.108,6.35380391445527e-123,"10","Feature5901","Ezr",NA,5901
9.66713997635804e-126,2.27284422316214,0.776,0.27,1.49637659694046e-121,"10","Feature1993","Anxa5",NA,1993
1.10532958221447e-123,2.75405862932784,0.287,0.033,1.71093966030979e-119,"10","Feature3293","Ccdc146",NA,3293
1.65991522757081e-123,3.23940859490548,0.275,0.03,2.56938278075686e-119,"10","Feature452","2410004P03Rik",NA,452
1.83232963852e-123,3.10165348164608,0.323,0.042,2.83626304746512e-119,"10","Feature10026","Lrriq1",NA,10026
1.35487672152499e-122,1.83363195781058,0.819,0.263,2.09721367724853e-118,"10","Feature2354","Atf3",NA,2354
6.09072096863957e-122,1.64131116507461,0.825,0.27,9.42782698735719e-118,"10","Feature20474","Zfp36",NA,20474
2.86109697596795e-121,1.7243676662931,0.927,0.418,4.42869200910079e-117,"10","Feature11482","Mt2",NA,11482
1.71498507636034e-117,2.56481918250109,0.317,0.042,2.65462539969818e-113,"10","Feature123","1700016K19Rik",NA,123
2.67801644503335e-117,3.22134910370552,0.32,0.044,4.14530165526712e-113,"10","Feature15456","Rbp4",NA,15456
2.80892469980103e-117,1.87436805235731,0.622,0.155,4.34793454282201e-113,"10","Feature12007","Nkain4",NA,12007
6.68892644659927e-110,2.87334288456503,0.468,0.1,1.0353789246691e-105,"10","Feature8701","Id4",NA,8701
5.76054119745535e-109,1.5323877233572,1,0.738,8.91674171954113e-105,"10","Feature11481","Mt1",NA,11481
2.03405354396686e-107,1.54445590682014,0.952,0.548,3.14851148070631e-103,"10","Feature5554","Egr1",NA,5554
4.4968493982032e-107,2.25915023164182,0.441,0.085,6.96067318347873e-103,"10","Feature11906","Nes",NA,11906
5.73911571127145e-105,1.38300633344545,0.988,0.711,8.88357720947708e-101,"10","Feature6409","Fos",NA,6409
2.40623252853527e-104,2.09780012985806,0.284,0.037,3.72460733091975e-100,"10","Feature3113","Calml4",NA,3113
3.63928585466264e-103,1.7763501403197,0.761,0.255,5.63325057443231e-99,"10","Feature20480","Zfp36l1",NA,20480
3.18538957842053e-101,2.12825441105415,0.281,0.037,4.93066452843714e-97,"10","Feature1721","Ak7",NA,1721
6.74766909463691e-101,3.20790228059654,0.266,0.035,1.04447169915885e-96,"10","Feature9866","Lix1",NA,9866
3.09052545769094e-100,1.50526572253502,0.876,0.408,4.7838243559598e-96,"10","Feature19192","Ttyh1",NA,19192
1.08379570228931e-99,3.21853484566643,0.26,0.034,1.67760736757362e-95,"10","Feature17468","Spef2",NA,17468
1.8518335922386e-99,2.66259332846422,0.366,0.065,2.86645321742613e-95,"10","Feature18220","Tekt1",NA,18220
2.41469185815568e-98,2.59739272839141,0.517,0.135,3.73770152723918e-94,"10","Feature8907","Ildr2",NA,8907
3.73060216405972e-94,1.79677546557701,0.9,0.586,5.77459908974804e-90,"10","Feature4274","Cpe",NA,4274
5.40762788826169e-94,1.69066064236096,0.846,0.421,8.37046720824026e-90,"10","Feature1795","Aldoc",NA,1795
2.9841825660782e-93,2.7330316030909,0.296,0.045,4.61921619403245e-89,"10","Feature14666","Ppp1r3c",NA,14666
2.15708449016306e-92,2.40862866580542,0.411,0.087,3.33895108232339e-88,"10","Feature15675","Riiad1",NA,15675
8.68298793384564e-91,1.60971801542395,0.888,0.513,1.34403970227997e-86,"10","Feature3526","Cd63",NA,3526
1.47603748979849e-89,1.30188065585495,0.586,0.154,2.28475843045908e-85,"10","Feature16262","Sdc4",NA,16262
2.0328074942037e-88,1.75544274780333,0.798,0.363,3.14658272027791e-84,"10","Feature8037","Gstm1",NA,8037
2.43624678991281e-88,2.59403382279775,0.375,0.076,3.77106640610603e-84,"10","Feature5099","Dkk3",NA,5099
3.51911567573744e-87,1.42359380954118,0.909,0.492,5.44723915447399e-83,"10","Feature9164","Junb",NA,9164
6.55954260922734e-84,2.35613889829727,0.353,0.069,1.0153516004823e-79,"10","Feature5681","Emp2",NA,5681
5.11606303666294e-83,2.29207542093362,0.565,0.177,7.91915397445056e-79,"10","Feature18390","Tiparp",NA,18390
5.52710414163741e-80,2.36476559885415,0.628,0.237,8.55540450084055e-76,"10","Feature9871","Lman1",NA,9871
4.82367292429718e-79,2.16236478422784,0.737,0.37,7.4665633195196e-75,"10","Feature15916","Rpn2",NA,15916
8.60136775705392e-79,2.36337583433011,0.369,0.079,1.33140571511438e-74,"10","Feature1366","Acaa2",NA,1366
1.90559675148348e-78,1.99184145402353,0.474,0.128,2.94967321162127e-74,"10","Feature3410","Ccnd2",NA,3410
9.08751446166058e-77,1.03259354259947,0.692,0.249,1.40665636352044e-72,"10","Feature9416","Klf2",NA,9416
1.00310029020665e-76,2.81192516361346,0.414,0.106,1.55269893921087e-72,"10","Feature3324","Ccdc39",NA,3324
2.47315617656011e-76,1.20404544635528,0.949,0.734,3.8281984456974e-72,"10","Feature9109","Itm2c",NA,9109
5.67773301481008e-76,2.21081643472725,0.335,0.067,8.78856293362453e-72,"10","Feature17340","Soat1",NA,17340
6.93852840733271e-76,2.0723358184495,0.387,0.087,1.07401481217103e-71,"10","Feature19105","Tspo",NA,19105
1.96774675520149e-75,1.8578699621237,0.508,0.145,3.04587520237639e-71,"10","Feature5953","Fam107a",NA,5953
1.07018697505575e-73,1.61806561019464,0.637,0.22,1.65654241868879e-69,"10","Feature17345","Socs3",NA,17345
4.56765389823805e-73,3.28852077732794,0.257,0.044,7.07027146908267e-69,"10","Feature20085","Wdr78",NA,20085
1.10907098232623e-72,1.83064983985306,0.486,0.135,1.71673097354277e-68,"10","Feature10401","Mdk",NA,10401
1.34451703063987e-72,2.19998857658374,0.275,0.048,2.08117791172745e-68,"10","Feature19586","Vcam1",NA,19586
7.12211537452533e-71,2.53916536066781,0.251,0.042,1.10243223882278e-66,"10","Feature16101","S1pr3",NA,16101
1.15630500545442e-70,2.60716348139605,0.281,0.053,1.78984451794289e-66,"10","Feature2738","Bcl2",NA,2738
1.46674475407951e-70,2.16903791661796,0.429,0.113,2.27037420483968e-66,"10","Feature3695","Cebpd",NA,3695
3.53354106576463e-70,1.69909032323506,0.344,0.075,5.46956821569707e-66,"10","Feature16016","Rsph1",NA,16016
9.63483114491397e-69,2.17199976227498,0.562,0.211,1.49137551292123e-64,"10","Feature16902","Slc38a1",NA,16902
2.00706205000814e-66,2.79397152446613,0.308,0.067,3.10673134720761e-62,"10","Feature3347","Ccdc74a",NA,3347
9.44935446132869e-66,2.55105231786483,0.378,0.099,1.46266557706907e-61,"10","Feature12067","Nme5",NA,12067
1.69666040404746e-63,2.3327798670578,0.263,0.05,2.62626063942507e-59,"10","Feature10004","Lrrc51",NA,10004
1.7371888912123e-62,1.9862274715567,0.459,0.142,2.68899468470752e-58,"10","Feature17903","Synm",NA,17903
7.93186954373932e-62,2.29740239417223,0.269,0.053,1.22777408667541e-57,"10","Feature15478","Rcn3",NA,15478
1.39741253424539e-61,2.23397992215077,0.257,0.049,2.16305486175845e-57,"10","Feature7939","Gpx8",NA,7939
1.71954399156604e-61,1.98579579563574,0.453,0.139,2.66168214454507e-57,"10","Feature10447","Mef2c",NA,10447
1.51911730041697e-60,2.51522602786929,0.251,0.048,2.35144166931543e-56,"10","Feature1983","Antxr1",NA,1983
9.03007292093183e-60,2.01506771773541,0.665,0.339,1.39776498743104e-55,"10","Feature6607","Gadd45g",NA,6607
6.20080079506196e-58,2.27651467370022,0.399,0.118,9.59821955067641e-54,"10","Feature15171","Pygb",NA,15171
3.40439084735498e-57,1.76271751093486,0.547,0.21,5.26965659262077e-53,"10","Feature11943","Nfib",NA,11943
5.22747174033208e-57,1.45728452453873,0.752,0.43,8.09160350686002e-53,"10","Feature8442","Hmgb1",NA,8442
1.78962061247017e-56,1.56047244375899,0.36,0.093,2.77015374604257e-52,"10","Feature6432","Foxj1",NA,6432
3.21520560430665e-56,1.30285337564467,0.897,0.634,4.97681675490626e-52,"10","Feature15089","Ptn",NA,15089
8.18122492722247e-56,2.03541733721251,0.39,0.114,1.26637180648477e-51,"10","Feature16636","Six3",NA,16636
9.32114027387953e-56,1.93451390165779,0.332,0.083,1.44281930299381e-51,"10","Feature11192","Mlf1",NA,11192
1.05143890330399e-55,2.01001565285003,0.369,0.103,1.62752227842424e-51,"10","Feature16082","S100a10",NA,16082
1.48464991565827e-55,1.89961526456824,0.378,0.108,2.29808960444744e-51,"10","Feature18488","Tmem107",NA,18488
1.65269743943461e-54,1.4441074014377,0.647,0.282,2.55821036650083e-50,"10","Feature4090","Cnn3",NA,4090
6.91093816556722e-52,1.70205736162297,0.547,0.214,1.06974411864815e-47,"10","Feature9889","Lmo4",NA,9889
9.47894670905133e-52,1.6696990908924,0.571,0.25,1.46724616109406e-47,"10","Feature11460","Msi2",NA,11460
1.17800597219385e-51,1.68294048380325,0.453,0.151,1.82343544435886e-47,"10","Feature17564","Srebf1",NA,17564
1.41149407213985e-51,1.21502818707939,0.381,0.104,2.18485167426527e-47,"10","Feature4586","Cyba",NA,4586
1.12075809622426e-50,1.32351720409652,0.622,0.268,1.73482145714553e-46,"10","Feature12203","Nr4a1",NA,12203
2.62523694174455e-50,1.44190258261352,0.604,0.251,4.06360426212639e-46,"10","Feature15318","Ramp1",NA,15318
6.14798539127307e-50,1.91546952999847,0.378,0.115,9.51646658715159e-46,"10","Feature17357","Sorbs2",NA,17357
3.46679779452891e-49,1.08387165502594,0.894,0.689,5.3662563061513e-45,"10","Feature15904","Rpl41",NA,15904
4.45857946405944e-49,1.79003521622235,0.269,0.063,6.9014351524176e-45,"10","Feature10458","Meig1",NA,10458
2.81569667667281e-46,0.85542652269729,0.921,0.682,4.35841688582184e-42,"10","Feature4808","Dbi",NA,4808
7.27963654881082e-46,2.01497743183206,0.48,0.199,1.12681494139043e-41,"10","Feature5048","Dhrs1",NA,5048
9.44517284390262e-46,1.70062847580993,0.338,0.098,1.46201830450769e-41,"10","Feature16502","Sfxn5",NA,16502
9.79107482595217e-46,0.938097418793047,0.353,0.1,1.51556047230914e-41,"10","Feature15721","Rnase4",NA,15721
1.21379933930687e-45,2.02611753396177,0.447,0.174,1.87883999731311e-41,"10","Feature15476","Rcn1",NA,15476
2.07817625597099e-45,0.960904873062434,0.634,0.309,3.2168090266175e-41,"10","Feature2407","Atp1b2",NA,2407
4.78313216007176e-45,2.02589380552464,0.305,0.085,7.40381027057507e-41,"10","Feature6740","Gem",NA,6740
1.79135474134768e-44,1.71071664983778,0.483,0.187,2.77283800413208e-40,"10","Feature8034","Gsta4",NA,8034
1.99320111707387e-44,0.686433620666068,0.761,0.418,3.08527600911865e-40,"10","Feature11820","Ndrg2",NA,11820
3.39761267654393e-44,1.87027049452109,0.308,0.086,5.25916466202235e-40,"10","Feature8048","Gstt1",NA,8048
4.41817980763957e-44,1.35369498856735,0.631,0.303,6.8389005242453e-40,"10","Feature15956","Rps29",NA,15956
1.65553621991398e-43,2.21132542400039,0.251,0.062,2.56260451480485e-39,"10","Feature88","1700007K13Rik",NA,88
1.65820511913083e-43,1.25138625916197,0.619,0.274,2.56673570390262e-39,"10","Feature15911","Rpl9",NA,15911
4.26727882352636e-43,2.04911164449403,0.417,0.156,6.60532089093645e-39,"10","Feature9432","Klhdc8b",NA,9432
4.29224000792891e-42,1.27729109450516,0.586,0.259,6.64395830827317e-38,"10","Feature15875","Rpl21",NA,15875
5.22640071108508e-42,1.50920889115994,0.471,0.187,8.08994566068859e-38,"10","Feature12216","Nrcam",NA,12216
2.27483928704263e-41,1.35543561649919,0.402,0.141,3.52122373241329e-37,"10","Feature8792","Igfbp5",NA,8792
3.23650815237341e-41,1.35834892181968,0.465,0.182,5.0097909690588e-37,"10","Feature14259","Pitpnc1",NA,14259
5.63700316169097e-41,2.26807815839432,0.305,0.093,8.72551719398145e-37,"10","Feature11873","Necab2",NA,11873
1.16212256045807e-40,1.81335354717572,0.468,0.197,1.79884951133305e-36,"10","Feature14752","Prdx4",NA,14752
2.56092164880848e-40,1.54896698948625,0.653,0.394,3.96405062019064e-36,"10","Feature15477","Rcn2",NA,15477
3.67195346306087e-40,1.40344562037794,0.574,0.265,5.68381676547192e-36,"10","Feature15879","Rpl23a",NA,15879
4.33600966184899e-40,1.67818308805967,0.435,0.168,6.71170935557605e-36,"10","Feature20128","Wls",NA,20128
2.65353718790011e-39,1.85127712713253,0.393,0.148,4.10741021315058e-35,"10","Feature2865","Bphl",NA,2865
3.04166065448478e-39,2.30868385080533,0.338,0.116,4.70818652707699e-35,"10","Feature5536","Efna5",NA,5536
3.28221029097875e-39,1.9559651248938,0.296,0.089,5.080533309406e-35,"10","Feature5555","Egr2",NA,5555
1.84733778472052e-38,1.85210852242812,0.435,0.182,2.8594941569689e-34,"10","Feature3600","Cdh2",NA,3600
1.56007863945492e-37,1.89472141132587,0.254,0.069,2.41484572601226e-33,"10","Feature14338","Plcd4",NA,14338
1.01373382659353e-36,1.15391538559793,0.625,0.313,1.56915859018412e-32,"10","Feature8376","Hist1h2bc",NA,8376
3.55661716044074e-36,1.71906984727561,0.378,0.141,5.50528770264622e-32,"10","Feature20280","Zbtb20",NA,20280
7.14068769940506e-36,1.07767011497575,0.64,0.324,1.10530704899091e-31,"10","Feature15953","Rps27a",NA,15953
9.77397482503407e-36,1.80001662948302,0.417,0.175,1.51291356316702e-31,"10","Feature16021","Rsph9",NA,16021
1.19571658798797e-35,1.64165124855479,0.281,0.085,1.85084970654658e-31,"10","Feature17405","Spa17",NA,17405
2.51336542122212e-35,1.43604601458769,0.483,0.221,3.89043833550972e-31,"10","Feature3321","Ccdc34",NA,3321
2.35112243851684e-34,1.34097651727491,0.447,0.185,3.63930242258022e-30,"10","Feature11644","Myo10",NA,11644
4.45412067257951e-34,1.96147635800987,0.296,0.098,6.89453338908582e-30,"10","Feature18257","Tex9",NA,18257
4.81583569839775e-34,1.42706705941543,0.45,0.193,7.45443207754988e-30,"10","Feature2799","Bhlhe40",NA,2799
3.46285268497969e-33,0.633526447923545,0.64,0.314,5.36014967108007e-29,"10","Feature18385","Timp3",NA,18385
5.13476590704024e-33,1.23403937238566,0.553,0.269,7.94810414750759e-29,"10","Feature15935","Rps13",NA,15935
6.09140269001529e-33,0.471007728014345,0.991,0.977,9.42888222387467e-29,"10","Feature1451","Actb",NA,1451
1.506920046887e-32,2.27994855132112,0.251,0.076,2.33256154057639e-28,"10","Feature18288","Tgfb2",NA,18288
1.86553829245926e-32,2.03601340110663,0.251,0.076,2.88766672289768e-28,"10","Feature13694","Pacrg",NA,13694
3.93403780164513e-32,0.897976946166679,0.662,0.346,6.08949711316649e-28,"10","Feature16081","S100a1",NA,16081
4.19761319226554e-32,1.14015701733402,0.559,0.273,6.49748546030784e-28,"10","Feature15948","Rps23",NA,15948
5.88179242470282e-32,1.62001002677942,0.435,0.199,9.10442649419749e-28,"10","Feature3930","Ckap5",NA,3930
8.49681821141551e-32,0.636462082330779,0.921,0.696,1.31522249094501e-27,"10","Feature9163","Jun",NA,9163
9.03111403768028e-32,1.66756292852698,0.338,0.125,1.39792614189253e-27,"10","Feature17382","Sox2",NA,17382
9.12093189936206e-32,1.25654027435617,0.405,0.165,1.41182904870225e-27,"10","Feature13811","Pbxip1",NA,13811
1.70263527128502e-31,1.91477810446836,0.384,0.164,2.63550913642209e-27,"10","Feature8774","Ift81",NA,8774
2.30386980196119e-31,1.06461565864214,0.568,0.28,3.56616006645573e-27,"10","Feature8290","Hepacam",NA,8290
3.98651911723172e-31,1.11747546187718,0.725,0.53,6.17073294156298e-27,"10","Feature10314","Mat2a",NA,10314
5.33763207601437e-31,0.54382819527439,1,0.985,8.26212069046264e-27,"10","Feature10197","Malat1",NA,10197
1.3329350304194e-30,0.854379041387141,0.731,0.465,2.06325013358618e-26,"10","Feature9420","Klf6",NA,9420
1.77693616658056e-30,1.20621057032385,0.35,0.129,2.75051949225006e-26,"10","Feature19254","Txnip",NA,19254
2.40213806528665e-30,2.06841654872914,0.257,0.083,3.71826951125721e-26,"10","Feature3356","Ccdc85a",NA,3356
4.43885795687292e-30,1.15518848803237,0.595,0.337,6.8709082314436e-26,"10","Feature5193","Dnajc3",NA,5193
1.02679852971551e-29,1.338290133465,0.568,0.327,1.58938144414663e-25,"10","Feature9752","Ldha",NA,9752
2.07361836801306e-29,1.2924267993512,0.384,0.156,3.20975387184741e-25,"10","Feature17513","Spon1",NA,17513
2.62793431841013e-29,1.41282289202288,0.453,0.213,4.06777953146705e-25,"10","Feature5054","Dhrs7",NA,5054
4.09212321455954e-29,1.21961122769544,0.592,0.331,6.33419752381671e-25,"10","Feature15888","Rpl31",NA,15888
7.70261056111889e-29,2.16187177519655,0.281,0.101,1.19228708875559e-24,"10","Feature2011","Ap1s2",NA,2011
1.61775663602422e-28,0.534746961899993,0.964,0.927,2.5041254969019e-24,"10","Feature9108","Itm2b",NA,9108
2.94058971430002e-28,1.10497122620407,0.523,0.271,4.551738818765e-24,"10","Feature16732","Slc1a2",NA,16732
4.13413431139337e-28,1.6657841863299,0.435,0.212,6.3992265006058e-24,"10","Feature13984","Pdia4",NA,13984
6.97307981146017e-28,1.89344993295049,0.299,0.113,1.07936302401592e-23,"10","Feature6309","Fhad1",NA,6309
7.52074356728703e-28,1.9695736286022,0.302,0.116,1.16413589678036e-23,"10","Feature5384","Dync2li1",NA,5384
8.22114975674276e-28,0.687766278085873,0.828,0.674,1.27255177084621e-23,"10","Feature9684","Laptm4a",NA,9684
9.35209624787594e-28,1.10519384119423,0.296,0.102,1.44761097820872e-23,"10","Feature4009","Clic1",NA,4009
1.20365388380239e-27,0.905564425324198,0.725,0.484,1.86313584673771e-23,"10","Feature15972","Rps8",NA,15972
1.39356720199872e-27,1.41463770974505,0.417,0.193,2.15710267197382e-23,"10","Feature6163","Fbxo2",NA,6163
1.64025469510259e-27,0.712256640618014,0.565,0.289,2.5389502425493e-23,"10","Feature9418","Klf4",NA,9418
3.58151447827992e-27,0.94000746683684,0.429,0.181,5.54382626092949e-23,"10","Feature17997","Tagln2",NA,17997
4.00149490435542e-27,0.958820249047696,0.592,0.321,6.19391396245175e-23,"10","Feature15865","Rpl11",NA,15865
9.02711046622305e-27,0.983914534579268,0.767,0.593,1.39730642906667e-22,"10","Feature11857","Ndufc2",NA,11857
1.57085286711161e-26,1.59159975121298,0.414,0.2,2.43152315300206e-22,"10","Feature8772","Ift74",NA,8772
2.53477558159727e-26,0.450653068083505,0.344,0.131,3.92357912275442e-22,"10","Feature16957","Slc4a4",NA,16957
3.89962549513758e-26,0.379284038841845,0.798,0.501,6.03623030392346e-22,"10","Feature17423","Sparc",NA,17423
4.4751709375196e-26,1.40106878447448,0.284,0.102,6.92711709418659e-22,"10","Feature4513","Ctso",NA,4513
5.04777483618663e-26,1.49609352267313,0.399,0.187,7.81345066893329e-22,"10","Feature13807","Pbx1",NA,13807
8.26669154227163e-26,1.03850259351495,0.616,0.377,1.27960118382823e-21,"10","Feature8452","Hmgn1",NA,8452
1.18389699759337e-25,0.702720025984734,0.84,0.696,1.83255416257478e-21,"10","Feature19095","Tspan3",NA,19095
1.32364952562798e-25,1.52185275270651,0.384,0.176,2.04887710071955e-21,"10","Feature4435","Cspp1",NA,4435
1.64942320699741e-25,0.476799287722603,0.822,0.546,2.5531421821113e-21,"10","Feature6410","Fosb",NA,6410
2.13821983092341e-25,1.13109852751967,0.426,0.2,3.30975047628634e-21,"10","Feature19497","Usp2",NA,19497
4.89051435702315e-25,1.83067222527926,0.444,0.234,7.57002717323613e-21,"10","Feature3522","Cd59a",NA,3522
8.2758275049977e-25,0.96190333683975,0.704,0.52,1.28101533949859e-20,"10","Feature15945","Rps2",NA,15945
1.60330388193802e-24,1.1785936518751,0.538,0.313,2.48175407885186e-20,"10","Feature8136","H2afv",NA,8136
1.64792882137851e-24,1.17225682114964,0.453,0.225,2.5508290226118e-20,"10","Feature15862","Rpl10",NA,15862
3.03137859660048e-24,1.61304194000955,0.366,0.171,4.69227092967789e-20,"10","Feature20072","Wdr60",NA,20072
3.11647292411971e-24,0.491795554189765,0.426,0.188,4.8239884392449e-20,"10","Feature10512","Mfge8",NA,10512
3.59250262406984e-24,1.50078503223161,0.444,0.236,5.56083481179771e-20,"10","Feature18140","Tceal8",NA,18140
1.5487538347095e-23,0.500271444444108,0.789,0.474,2.39731606074684e-19,"10","Feature3543","Cd9",NA,3543
1.66242044165912e-23,1.56272942651231,0.269,0.101,2.57326060164415e-19,"10","Feature3903","Cib1",NA,3903
2.32360411946355e-23,1.49330764796008,0.356,0.161,3.59670681651763e-19,"10","Feature4288","Cpne3",NA,4288
2.48305564653932e-23,1.41366097088798,0.366,0.168,3.84352183527821e-19,"10","Feature5858","Evi5",NA,5858
5.54946396442942e-23,1.08025452360446,0.483,0.252,8.5900152705403e-19,"10","Feature15882","Rpl27",NA,15882
5.99200445735867e-23,0.940170815755611,0.631,0.408,9.27502369954549e-19,"10","Feature15886","Rpl3",NA,15886
8.76038275507391e-23,1.29773356865174,0.441,0.231,1.35601964665789e-18,"10","Feature6312","Fhl1",NA,6312
2.33021489792727e-22,1.09707525004171,0.508,0.292,3.60693964050162e-18,"10","Feature3775","Cetn2",NA,3775
7.32916868016675e-22,1.63280859724407,0.314,0.139,1.13448202000301e-17,"10","Feature14500","Pole4",NA,14500
2.02953758549056e-21,0.721042322010111,0.734,0.511,3.14152122858084e-17,"10","Feature18152","Tcf4",NA,18152
2.22155312850049e-21,0.884129277500034,0.254,0.092,3.43874208760591e-17,"10","Feature16443","Serpinh1",NA,16443
9.61611375385425e-21,0.647510930938163,0.423,0.205,1.4884782479591e-16,"10","Feature11213","Mmd2",NA,11213
1.21714762357295e-20,0.78303839711653,0.604,0.39,1.88402280652856e-16,"10","Feature11483","Mt3",NA,11483
4.4396550159984e-20,1.12793282963144,0.495,0.295,6.87214199926393e-16,"10","Feature4842","Dclk1",NA,4842
8.15393381213082e-20,0.904549286666202,0.595,0.413,1.26214741477973e-15,"10","Feature2821","Bloc1s1",NA,2821
1.11965273082859e-19,0.966584997794374,0.619,0.425,1.73311046204957e-15,"10","Feature9423","Klf9",NA,9423
2.21849573070518e-19,0.71116041877237,0.746,0.566,3.43400954155855e-15,"10","Feature20225","Ybx1",NA,20225
2.33720692197911e-19,1.13786841645541,0.36,0.172,3.61776259453146e-15,"10","Feature18819","Tor1aip1",NA,18819
2.37968790295798e-19,1.33048025666322,0.366,0.183,3.68351890498865e-15,"10","Feature8704","Idh2",NA,8704
2.77653008962276e-19,0.861859302385795,0.716,0.56,4.29779092572707e-15,"10","Feature19102","Tspan7",NA,19102
2.78319134868144e-19,0.858749813951511,0.471,0.251,4.308101888624e-15,"10","Feature15871","Rpl17",NA,15871
2.81397775712544e-19,1.00906315878984,0.474,0.259,4.35575617025446e-15,"10","Feature15908","Rpl7a",NA,15908
4.1810767963728e-19,1.76669438296913,0.275,0.123,6.47188877310546e-15,"10","Feature4018","Clip4",NA,4018
